MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
56602;2013;11;06;final;0.081859;0.000023;0.285824;0.000030;final;-0.0317261;0.0000049;1.2057;0.0037;final;;;;;-0.107;0.054;0.252;0.053;final;0.081816;0.285783;final;-0.0317375;final;;;-0.120;0.318
56603;2013;11;07;final;0.081020;0.000023;0.286201;0.000031;final;-0.0328912;0.0000046;1.1427;0.0033;final;;;;;-0.097;0.054;0.256;0.053;final;0.081089;0.286143;final;-0.0328981;final;;;-0.118;0.322
56604;2013;11;08;final;0.079780;0.000022;0.286657;0.000029;final;-0.0340328;0.0000045;1.1438;0.0032;final;;;;;-0.101;0.045;0.240;0.033;final;0.079839;0.286639;final;-0.0340371;final;;;-0.121;0.309
56605;2013;11;09;final;0.077907;0.000022;0.286634;0.000026;final;-0.0351967;0.0000044;1.1985;0.0031;final;;;;;-0.106;0.045;0.220;0.033;final;0.077895;0.286644;final;-0.0352054;final;;;-0.133;0.315
56606;2013;11;10;final;0.076209;0.000023;0.286201;0.000020;final;-0.0364450;0.0000044;1.2986;0.0033;final;;;;;-0.100;0.051;0.214;0.036;final;0.076242;0.286099;final;-0.0364510;final;;;-0.147;0.321
56607;2013;11;11;final;0.074790;0.000021;0.285764;0.000029;final;-0.0377924;0.0000048;1.3942;0.0036;final;;;;;-0.100;0.046;0.216;0.052;final;0.074842;0.285789;final;-0.0377943;final;;;-0.149;0.282
56608;2013;11;12;final;0.073698;0.000020;0.285283;0.000027;final;-0.0392291;0.0000056;1.4768;0.0034;final;;;;;-0.125;0.119;0.221;0.062;final;0.073684;0.285213;final;-0.0392306;final;;;-0.159;0.276
56609;2013;11;13;final;0.073025;0.000022;0.284979;0.000028;final;-0.0407233;0.0000047;1.4914;0.0037;final;;;;;-0.176;0.041;0.222;0.056;final;0.073102;0.284968;final;-0.0407210;final;;;-0.178;0.239
56610;2013;11;14;final;0.072492;0.000021;0.284983;0.000028;final;-0.0421877;0.0000048;1.4336;0.0033;final;;;;;-0.238;0.041;0.225;0.056;final;0.072468;0.284950;final;-0.0421969;final;;;-0.233;0.251
56611;2013;11;15;final;0.071726;0.000020;0.285175;0.000027;final;-0.0435631;0.0000047;1.2937;0.0032;final;;;;;-0.267;0.041;0.217;0.056;final;0.071816;0.285149;final;-0.0435710;final;;;-0.292;0.267
56612;2013;11;16;final;0.070235;0.000018;0.285516;0.000026;final;-0.0447718;0.0000043;1.1438;0.0028;final;;;;;-0.228;0.119;0.216;0.054;final;0.070240;0.285498;final;-0.0447887;final;;;-0.224;0.298
56613;2013;11;17;final;0.068343;0.000025;0.286040;0.000017;final;-0.0458689;0.0000032;1.0483;0.0025;final;;;;;-0.128;0.048;0.225;0.046;final;0.068372;0.285979;final;-0.0458782;final;;;-0.106;0.327
56614;2013;11;18;final;0.066639;0.000023;0.286826;0.000018;final;-0.0468719;0.0000026;0.9633;0.0020;final;;;;;-0.007;0.053;0.251;0.046;final;0.066653;0.286810;final;-0.0468692;final;;;0.021;0.332
56615;2013;11;19;final;0.065127;0.000023;0.287599;0.000021;final;-0.0478037;0.0000025;0.9029;0.0023;final;;;;;0.081;0.076;0.272;0.045;final;0.065169;0.287571;final;-0.0477974;final;;;0.133;0.353
56616;2013;11;20;final;0.063673;0.000028;0.288201;0.000030;final;-0.0486906;0.0000039;0.8813;0.0023;final;;;;;0.090;0.090;0.265;0.069;final;0.063703;0.288165;final;-0.0486896;final;;;0.074;0.352
56617;2013;11;21;final;0.062333;0.000028;0.288762;0.000031;final;-0.0495717;0.0000039;0.8761;0.0028;final;;;;;0.050;0.090;0.242;0.069;final;0.062361;0.288725;final;-0.0495709;final;;;0.005;0.293
56618;2013;11;22;final;0.061405;0.000029;0.289160;0.000031;final;-0.0504531;0.0000039;0.9019;0.0034;final;;;;;0.008;0.090;0.228;0.069;final;0.061418;0.289168;final;-0.0504526;final;;;-0.092;0.253
56619;2013;11;23;final;0.060840;0.000022;0.289572;0.000030;final;-0.0514154;0.0000055;1.0474;0.0030;final;;;;;-0.011;0.146;0.222;0.123;final;0.060913;0.289509;final;-0.0514100;final;;;-0.114;0.231
56620;2013;11;24;final;0.060134;0.000023;0.290169;0.000030;final;-0.0525427;0.0000046;1.1772;0.0036;final;;;;;-0.008;0.101;0.212;0.087;final;0.060152;0.290186;final;-0.0525353;final;;;-0.106;0.223
56621;2013;11;25;final;0.059473;0.000022;0.290798;0.000027;final;-0.0537417;0.0000047;1.2227;0.0030;final;;;;;0.008;0.086;0.204;0.086;final;0.059490;0.290704;final;-0.0537384;final;;;-0.111;0.207
56622;2013;11;26;final;0.059016;0.000014;0.291545;0.000017;final;-0.0549998;0.0000037;1.3032;0.0035;final;;;;;0.029;0.119;0.213;0.050;final;0.059061;0.291555;final;-0.0550059;final;;;-0.097;0.216
56623;2013;11;27;final;0.058467;0.000025;0.292222;0.000025;final;-0.0563533;0.0000053;1.3994;0.0043;final;;;;;0.040;0.058;0.220;0.059;final;0.058500;0.292168;final;-0.0563624;final;;;-0.092;0.235
56624;2013;11;28;final;0.057855;0.000041;0.292806;0.000030;final;-0.0577847;0.0000077;1.4540;0.0059;final;;;;;0.022;0.076;0.235;0.068;final;0.057886;0.292791;final;-0.0577845;final;;;-0.082;0.262
56625;2013;11;29;final;0.057483;0.000050;0.293338;0.000039;final;-0.0592297;0.0000105;1.4139;0.0103;final;;;;;0.001;0.076;0.238;0.097;final;0.057502;0.293295;final;-0.0592309;final;;;-0.070;0.294
56626;2013;11;30;final;0.057550;0.000050;0.293757;0.000039;final;-0.0606129;0.0000190;1.3752;0.0068;final;;;;;-0.005;0.126;0.238;0.184;final;0.057586;0.293748;final;-0.0606302;final;;;-0.054;0.325
56627;2013;12;01;final;0.057846;0.000052;0.294217;0.000040;final;-0.0619812;0.0000087;1.3400;0.0104;final;;;;;0.001;0.066;0.240;0.107;final;0.057869;0.294172;final;-0.0619823;final;;;-0.039;0.349
56628;2013;12;02;final;0.057745;0.000052;0.294897;0.000041;final;-0.0632761;0.0000086;1.2545;0.0062;final;;;;;0.009;0.066;0.247;0.107;final;0.057812;0.294877;final;-0.0632813;final;;;-0.025;0.364
56629;2013;12;03;final;0.057210;0.000048;0.295634;0.000038;final;-0.0644831;0.0000088;1.1476;0.0054;final;;;;;0.016;0.057;0.249;0.102;final;0.057215;0.295605;final;-0.0644885;final;;;-0.011;0.364
56630;2013;12;04;final;0.056957;0.000034;0.296437;0.000037;final;-0.0655974;0.0000065;1.1191;0.0052;final;;;;;0.037;0.046;0.224;0.085;final;0.056964;0.296397;final;-0.0656052;final;;;-0.025;0.400
56631;2013;12;05;final;0.057083;0.000019;0.297404;0.000030;final;-0.0667483;0.0000055;1.1717;0.0042;final;;;;;0.068;0.043;0.171;0.068;final;0.057134;0.297390;final;-0.0667424;final;;;-0.046;0.431
56632;2013;12;06;final;0.057067;0.000017;0.298734;0.000032;final;-0.0679488;0.0000054;1.2485;0.0037;final;;;;;0.079;0.040;0.120;0.065;final;0.057086;0.298647;final;-0.0679462;final;;;-0.069;0.448
56633;2013;12;07;final;0.056954;0.000013;0.300368;0.000031;final;-0.0692549;0.0000050;1.3542;0.0036;final;;;;;0.041;0.048;0.078;0.072;final;0.057007;0.300398;final;-0.0692497;final;;;0.005;0.002
56634;2013;12;08;final;0.056972;0.000017;0.301584;0.000033;final;-0.0706430;0.0000047;1.4172;0.0032;final;;;;;-0.031;0.119;0.064;0.064;final;0.056973;0.301531;final;-0.0706396;final;;;0.005;0.002
56635;2013;12;09;final;0.057139;0.000018;0.302590;0.000032;final;-0.0720710;0.0000040;1.4254;0.0042;final;;;;;-0.093;0.119;0.051;0.064;final;0.057200;0.302531;final;-0.0720708;final;;;-0.009;0.166
56636;2013;12;10;final;0.057048;0.000026;0.303882;0.000035;final;-0.0734653;0.0000069;1.3481;0.0034;final;;;;;-0.121;0.041;0.054;0.064;final;0.057065;0.303856;final;-0.0734731;final;;;-0.010;0.191
56637;2013;12;11;final;0.056869;0.000027;0.305189;0.000032;final;-0.0747597;0.0000055;1.2481;0.0044;final;;;;;-0.109;0.043;0.088;0.061;final;0.056879;0.305162;final;-0.0747678;final;;;0.001;0.212
56638;2013;12;12;final;0.056802;0.000029;0.306280;0.000028;final;-0.0759619;0.0000055;1.1492;0.0039;final;;;;;-0.064;0.043;0.132;0.061;final;0.056870;0.306250;final;-0.0759664;final;;;0.023;0.233
56639;2013;12;13;final;0.056472;0.000028;0.307329;0.000030;final;-0.0770561;0.0000054;1.0444;0.0041;final;;;;;-0.001;0.043;0.159;0.061;final;0.056510;0.307277;final;-0.0770616;final;;;0.043;0.253
56640;2013;12;14;final;0.055687;0.000026;0.308244;0.000029;final;-0.0780415;0.0000061;0.9120;0.0040;final;;;;;0.043;0.058;0.186;0.058;final;0.055709;0.308232;final;-0.0780346;final;;;0.036;0.273
56641;2013;12;15;final;0.054533;0.000027;0.308664;0.000041;final;-0.0788776;0.0000060;0.7721;0.0036;final;;;;;0.046;0.056;0.199;0.050;final;0.054570;0.308614;final;-0.0788823;final;;;0.019;0.287
56642;2013;12;16;final;0.053178;0.000019;0.308531;0.000036;final;-0.0796010;0.0000040;0.6781;0.0038;final;;;;;0.039;0.043;0.227;0.034;final;0.053198;0.308546;final;-0.0796017;final;;;0.027;0.306
56643;2013;12;17;final;0.051667;0.000017;0.308168;0.000036;final;-0.0802402;0.0000047;0.6033;0.0026;final;;;;;0.036;0.041;0.253;0.033;final;0.051716;0.308102;final;-0.0802450;final;;;0.021;0.310
56644;2013;12;18;final;0.049933;0.000017;0.308062;0.000037;final;-0.0808341;0.0000032;0.6078;0.0028;final;;;;;-0.005;0.119;0.243;0.048;final;0.049959;0.308079;final;-0.0808446;final;;;0.039;0.311
56645;2013;12;19;final;0.048318;0.000017;0.308225;0.000036;final;-0.0814769;0.0000032;0.6754;0.0021;final;;;;;0.027;0.119;0.223;0.048;final;0.048338;0.308156;final;-0.0814731;final;;;0.058;0.302
56646;2013;12;20;final;0.047065;0.000017;0.308643;0.000037;final;-0.0821954;0.0000028;0.7744;0.0020;final;;;;;0.068;0.119;0.196;0.048;final;0.047108;0.308654;final;-0.0821956;final;;;0.075;0.283
56647;2013;12;21;final;0.046042;0.000015;0.309146;0.000024;final;-0.0830417;0.0000023;0.9214;0.0017;final;;;;;0.090;0.119;0.166;0.052;final;0.046064;0.309102;final;-0.0830489;final;;;0.077;0.229
56648;2013;12;22;final;0.045135;0.000015;0.309765;0.000032;final;-0.0840356;0.0000018;1.0608;0.0014;final;;;;;0.087;0.119;0.129;0.059;final;0.045176;0.309738;final;-0.0840445;final;;;0.070;0.163
56649;2013;12;23;final;0.044271;0.000016;0.310453;0.000031;final;-0.0851591;0.0000016;1.1878;0.0012;final;;;;;0.073;0.119;0.096;0.060;final;0.044293;0.310448;final;-0.0851722;final;;;0.062;0.101
56650;2013;12;24;final;0.043495;0.000013;0.311271;0.000032;final;-0.0864035;0.0000017;1.2918;0.0012;final;;;;;0.060;0.119;0.074;0.073;final;0.043537;0.311200;final;-0.0864091;final;;;0.050;0.045
56651;2013;12;25;final;0.042656;0.000014;0.312336;0.000034;final;-0.0877268;0.0000019;1.3481;0.0013;final;;;;;0.046;0.119;0.049;0.041;final;0.042686;0.312361;final;-0.0877291;final;;;0.045;0.040
56652;2013;12;26;final;0.041786;0.000014;0.313503;0.000033;final;-0.0890999;0.0000019;1.4051;0.0013;final;;;;;0.034;0.119;0.040;0.041;final;0.041808;0.313435;final;-0.0891107;final;;;0.040;0.058
56653;2013;12;27;final;0.041024;0.000015;0.314835;0.000032;final;-0.0905278;0.0000019;1.4347;0.0017;final;;;;;0.029;0.119;0.036;0.041;final;0.041068;0.314844;final;-0.0905322;final;;;0.032;0.087
56654;2013;12;28;final;0.040464;0.000014;0.315985;0.000024;final;-0.0919538;0.0000028;1.4180;0.0016;final;;;;;0.032;0.119;0.053;0.150;final;0.040491;0.315949;final;-0.0919602;final;;;0.026;0.104
56655;2013;12;29;final;0.040056;0.000020;0.316871;0.000032;final;-0.0933492;0.0000026;1.3575;0.0019;final;;;;;0.038;0.119;0.059;0.011;final;0.040099;0.316820;final;-0.0933502;final;;;0.021;0.120
56656;2013;12;30;final;0.039547;0.000019;0.317652;0.000030;final;-0.0946579;0.0000026;1.2643;0.0021;final;;;;;0.040;0.119;0.076;0.011;final;0.039588;0.317646;final;-0.0946605;final;;;0.013;0.141
56657;2013;12;31;final;0.038966;0.000020;0.318250;0.000024;final;-0.0958804;0.0000034;1.1790;0.0020;final;;;;;0.027;0.119;0.115;0.013;final;0.038987;0.318247;final;-0.0958816;final;;;0.007;0.162
56658;2014;01;01;final;0.038612;0.000024;0.318866;0.000027;final;-0.0970383;0.0000031;1.1608;0.0026;final;;;;;0.000;0.042;0.152;0.052;final;0.038635;0.318873;final;-0.0970509;final;;;-0.027;0.194
56659;2014;01;02;final;0.038339;0.000024;0.319612;0.000029;final;-0.0982338;0.0000040;1.2380;0.0026;final;;;;;-0.020;0.042;0.154;0.052;final;0.038392;0.319560;final;-0.0982417;final;;;-0.064;0.224
56660;2014;01;03;final;0.037748;0.000024;0.320339;0.000029;final;-0.0995090;0.0000042;1.2994;0.0041;final;;;;;-0.017;0.042;0.140;0.052;final;0.037782;0.320363;final;-0.0995045;final;;;-0.095;0.243
56661;2014;01;04;final;0.037112;0.000020;0.320791;0.000020;final;-0.1008335;0.0000071;1.3635;0.0036;final;;;;;0.003;0.076;0.152;0.130;final;0.037125;0.320762;final;-0.1008534;final;;;-0.075;0.256
56662;2014;01;05;final;0.036642;0.000027;0.321218;0.000024;final;-0.1022355;0.0000058;1.4261;0.0046;final;;;;;0.023;0.119;0.182;0.056;final;0.036686;0.321192;final;-0.1022594;final;;;-0.033;0.258
56663;2014;01;06;final;0.036079;0.000028;0.321897;0.000023;final;-0.1036535;0.0000058;1.3920;0.0043;final;;;;;0.045;0.119;0.198;0.056;final;0.036107;0.321881;final;-0.1036670;final;;;0.013;0.248
56664;2014;01;07;final;0.035213;0.000025;0.322826;0.000021;final;-0.1049890;0.0000064;1.2664;0.0040;final;;;;;0.069;0.119;0.202;0.031;final;0.035279;0.322794;final;-0.1049941;final;;;0.056;0.231
56665;2014;01;08;final;0.034309;0.000026;0.323899;0.000027;final;-0.1061710;0.0000054;1.0947;0.0042;final;;;;;0.081;0.041;0.210;0.057;final;0.034294;0.323912;final;-0.1061719;final;;;0.057;0.229
56666;2014;01;09;final;0.033865;0.000027;0.325022;0.000028;final;-0.1071896;0.0000054;0.9564;0.0039;final;;;;;0.070;0.041;0.223;0.057;final;0.033907;0.324957;final;-0.1072008;final;;;0.045;0.233
56667;2014;01;10;final;0.033512;0.000027;0.326441;0.000029;final;-0.1080903;0.0000055;0.8376;0.0040;final;;;;;0.063;0.041;0.214;0.057;final;0.033546;0.326433;final;-0.1080952;final;;;0.031;0.235
56668;2014;01;11;final;0.032755;0.000022;0.327838;0.000027;final;-0.1088486;0.0000058;0.6702;0.0038;final;;;;;0.070;0.053;0.186;0.074;final;0.032776;0.327841;final;-0.1088510;final;;;0.033;0.249
56669;2014;01;12;final;0.031580;0.000025;0.328988;0.000029;final;-0.1094555;0.0000051;0.5772;0.0039;final;;;;;0.081;0.054;0.163;0.068;final;0.031632;0.328925;final;-0.1094762;final;;;0.040;0.265
56670;2014;01;13;final;0.030288;0.000024;0.329944;0.000029;final;-0.1100272;0.0000051;0.5570;0.0039;final;;;;;0.092;0.054;0.150;0.068;final;0.030272;0.329986;final;-0.1100333;final;;;0.047;0.274
56671;2014;01;14;final;0.029371;0.000022;0.330738;0.000025;final;-0.1105759;0.0000058;0.5562;0.0032;final;;;;;0.109;0.056;0.142;0.051;final;0.029421;0.330656;final;-0.1105752;final;;;0.050;0.275
56672;2014;01;15;final;0.028505;0.000026;0.331712;0.000027;final;-0.1111581;0.0000038;0.6110;0.0034;final;;;;;0.133;0.119;0.138;0.041;final;0.028546;0.331742;final;-0.1111690;final;;;0.118;0.199
56673;2014;01;16;final;0.027436;0.000026;0.332675;0.000026;final;-0.1118144;0.0000036;0.7152;0.0027;final;;;;;0.163;0.041;0.135;0.039;final;0.027457;0.332608;final;-0.1118389;final;;;0.152;0.183
56674;2014;01;17;final;0.026557;0.000024;0.333745;0.000026;final;-0.1125953;0.0000039;0.8398;0.0027;final;;;;;0.177;0.041;0.118;0.039;final;0.026580;0.333728;final;-0.1126043;final;;;0.183;0.167
56675;2014;01;18;final;0.025809;0.000020;0.335097;0.000024;final;-0.1134977;0.0000039;0.9756;0.0029;final;;;;;0.174;0.119;0.102;0.043;final;0.025855;0.335069;final;-0.1134933;final;;;0.181;0.156
56676;2014;01;19;final;0.024765;0.000021;0.336368;0.000021;final;-0.1145490;0.0000044;1.1189;0.0028;final;;;;;0.155;0.119;0.097;0.043;final;0.024806;0.336353;final;-0.1145454;final;;;0.164;0.148
56677;2014;01;20;final;0.023811;0.000031;0.337410;0.000021;final;-0.1157167;0.0000040;1.2058;0.0033;final;;;;;0.132;0.060;0.108;0.041;final;0.023812;0.337368;final;-0.1157127;final;;;0.127;0.141
56678;2014;01;21;final;0.023681;0.000027;0.338255;0.000012;final;-0.1169494;0.0000050;1.2590;0.0026;final;;;;;0.123;0.092;0.124;0.044;final;0.023712;0.338243;final;-0.1169561;final;;;0.104;0.132
56679;2014;01;22;final;0.024024;0.000028;0.339053;0.000026;final;-0.1182290;0.0000034;1.2950;0.0030;final;;;;;0.140;0.065;0.121;0.029;final;0.024082;0.338997;final;-0.1182377;final;;;0.080;0.121
56680;2014;01;23;final;0.024315;0.000028;0.339933;0.000027;final;-0.1195153;0.0000032;1.2587;0.0024;final;;;;;0.194;0.065;0.095;0.029;final;0.024329;0.339927;final;-0.1195135;final;;;0.166;0.120
56681;2014;01;24;final;0.024443;0.000028;0.340741;0.000028;final;-0.1207227;0.0000034;1.1514;0.0024;final;;;;;0.267;0.064;0.067;0.027;final;0.024480;0.340703;final;-0.1207234;final;;;0.277;0.119
56682;2014;01;25;final;0.024310;0.000027;0.341343;0.000028;final;-0.1218321;0.0000035;1.0861;0.0026;final;;;;;0.317;0.047;0.048;0.024;final;0.024339;0.341338;final;-0.1218334;final;;;0.304;0.101
56683;2014;01;26;final;0.024125;0.000014;0.341855;0.000027;final;-0.1228909;0.0000039;1.0089;0.0026;final;;;;;0.312;0.045;0.019;0.016;final;0.024143;0.341833;final;-0.1228609;final;;;0.292;0.075
56684;2014;01;27;final;0.024190;0.000021;0.342633;0.000028;final;-0.1238500;0.0000039;0.9320;0.0034;final;;;;;0.271;0.055;-0.020;0.047;final;0.024219;0.342592;final;-0.1238269;final;;;0.247;0.063
56685;2014;01;28;final;0.024363;0.000019;0.343935;0.000019;final;-0.1247940;0.0000055;0.9724;0.0037;final;;;;;0.216;0.065;-0.029;0.066;final;0.024393;0.343907;final;-0.1247856;final;;;0.206;0.042
56686;2014;01;29;final;0.024471;0.000023;0.345513;0.000022;final;-0.1258157;0.0000062;1.0755;0.0044;final;;;;;0.159;0.087;0.000;0.058;final;0.024500;0.345495;final;-0.1258104;final;;;0.153;0.023
56687;2014;01;30;final;0.024496;0.000023;0.346911;0.000021;final;-0.1269615;0.0000068;1.2281;0.0048;final;;;;;0.135;0.078;0.011;0.072;final;0.024526;0.346902;final;-0.1269629;final;;;0.185;0.030
56688;2014;01;31;final;0.024195;0.000023;0.347962;0.000022;final;-0.1282637;0.0000072;1.3562;0.0050;final;;;;;0.137;0.078;0.025;0.072;final;0.024216;0.347929;final;-0.1282635;final;;;0.234;0.048
56689;2014;02;01;final;0.023730;0.000023;0.348793;0.000024;final;-0.1296452;0.0000073;1.3983;0.0048;final;;;;;0.123;0.078;0.036;0.072;final;0.023746;0.348777;final;-0.1296531;final;;;0.200;0.066
56690;2014;02;02;final;0.023512;0.000020;0.349485;0.000023;final;-0.1310519;0.0000063;1.4152;0.0050;final;;;;;0.092;0.067;0.067;0.058;final;0.023546;0.349472;final;-0.1310704;final;;;0.134;0.089
56691;2014;02;03;final;0.023562;0.000021;0.350123;0.000024;final;-0.1324499;0.0000067;1.3549;0.0045;final;;;;;0.063;0.073;0.098;0.065;final;0.023587;0.350099;final;-0.1324575;final;;;0.070;0.115
56692;2014;02;04;final;0.023680;0.000016;0.351046;0.000019;final;-0.1337375;0.0000064;1.2220;0.0039;final;;;;;0.055;0.054;0.119;0.046;final;0.023731;0.351001;final;-0.1337438;final;;;0.011;0.143
56693;2014;02;05;final;0.023876;0.000020;0.352315;0.000020;final;-0.1348701;0.0000041;1.0178;0.0036;final;;;;;0.080;0.054;0.136;0.052;final;0.023882;0.352327;final;-0.1348635;final;;;0.059;0.153
56694;2014;02;06;final;0.024283;0.000020;0.353745;0.000019;final;-0.1357755;0.0000033;0.8208;0.0026;final;;;;;0.126;0.054;0.149;0.052;final;0.024326;0.353693;final;-0.1357882;final;;;0.141;0.158
56695;2014;02;07;final;0.024461;0.000019;0.355272;0.000017;final;-0.1365457;0.0000032;0.7256;0.0024;final;;;;;0.198;0.045;0.137;0.064;final;0.024504;0.355291;final;-0.1365502;final;;;0.228;0.157
56696;2014;02;08;final;0.024434;0.000018;0.356719;0.000017;final;-0.1372273;0.0000036;0.6320;0.0028;final;;;;;0.214;0.047;0.152;0.054;final;0.024453;0.356675;final;-0.1372079;final;;;0.224;0.179
56697;2014;02;09;final;0.024331;0.000036;0.358186;0.000020;final;-0.1378173;0.0000047;0.5611;0.0029;final;;;;;0.195;0.044;0.166;0.070;final;0.024378;0.358195;final;-0.1378092;final;;;0.185;0.204
56698;2014;02;10;final;0.024166;0.000036;0.359827;0.000021;final;-0.1383820;0.0000045;0.5878;0.0036;final;;;;;0.158;0.064;0.162;0.072;final;0.024167;0.359775;final;-0.1383968;final;;;0.141;0.219
56699;2014;02;11;final;0.023945;0.000043;0.361766;0.000024;final;-0.1390005;0.0000054;0.6372;0.0033;final;;;;;0.137;0.051;0.135;0.062;final;0.024019;0.361757;final;-0.1390051;final;;;0.093;0.227
56700;2014;02;12;final;0.023507;0.000047;0.363709;0.000026;final;-0.1396690;0.0000047;0.7243;0.0036;final;;;;;0.154;0.065;0.105;0.071;final;0.023525;0.363716;final;-0.1396693;final;;;0.160;0.178
56701;2014;02;13;final;0.022745;0.000047;0.365412;0.000029;final;-0.1404686;0.0000048;0.8698;0.0034;final;;;;;0.198;0.065;0.089;0.071;final;0.022797;0.365376;final;-0.1404604;final;;;0.255;0.115
56702;2014;02;14;final;0.022063;0.000048;0.367064;0.000029;final;-0.1413991;0.0000050;0.9867;0.0028;final;;;;;0.254;0.065;0.072;0.071;final;0.022064;0.367071;final;-0.1413986;final;;;0.344;0.053
56703;2014;02;15;final;0.021440;0.000035;0.368660;0.000025;final;-0.1424488;0.0000030;1.1240;0.0035;final;;;;;0.297;0.075;0.041;0.065;final;0.021480;0.368624;final;-0.1424512;final;;;0.330;0.044
56704;2014;02;16;final;0.020985;0.000039;0.370405;0.000028;final;-0.1436459;0.0000049;1.2576;0.0034;final;;;;;0.313;0.073;0.011;0.064;final;0.021005;0.370370;final;-0.1436581;final;;;0.273;0.057
56705;2014;02;17;final;0.020419;0.000027;0.372104;0.000024;final;-0.1449452;0.0000061;1.3346;0.0063;final;;;;;0.305;0.120;0.002;0.094;final;0.020488;0.372132;final;-0.1449610;final;;;0.211;0.066
56706;2014;02;18;final;0.019821;0.000020;0.373473;0.000022;final;-0.1463082;0.0000117;1.3907;0.0044;final;;;;;0.300;0.204;0.031;0.088;final;0.019812;0.373408;final;-0.1463208;final;;;0.138;0.082
56707;2014;02;19;final;0.019829;0.000021;0.374807;0.000021;final;-0.1477058;0.0000064;1.3842;0.0066;final;;;;;0.289;0.074;0.028;0.058;final;0.019886;0.374810;final;-0.1477070;final;;;0.153;0.041
56708;2014;02;20;final;0.020087;0.000021;0.376132;0.000019;final;-0.1490579;0.0000063;1.3215;0.0045;final;;;;;0.283;0.074;0.008;0.058;final;0.020101;0.376100;final;-0.1490550;final;;;0.200;0.009
56709;2014;02;21;final;0.020288;0.000021;0.377352;0.000019;final;-0.1503436;0.0000063;1.2431;0.0040;final;;;;;0.289;0.074;-0.006;0.058;final;0.020333;0.377353;final;-0.1503430;final;;;0.245;-0.020
56710;2014;02;22;final;0.020491;0.000014;0.378564;0.000015;final;-0.1515416;0.0000049;1.1573;0.0041;final;;;;;0.304;0.119;0.004;0.046;final;0.020503;0.378514;final;-0.1515427;final;;;0.272;0.003
